province,municipality,district,rsba_registry_count,rsba_crop_area_ha,rsba_avg_age,rsba_latitude,rsba_longitude,rsba_rice_count,rsba_rice_area_ha,rsba_corn_count,rsba_corn_area_ha,rsba_hvc_count,rsba_hvc_area_ha,rsba_top_crop,rsba_top_crop_count,rsba_male_count,rsba_female_count,rsba_female_pct,rsba_youth_count,rsba_youth_pct,rsba_millennial_count,rsba_senior_count,rsba_farmer_count,rsba_farmworker_count,rsba_fisherfolk_count,rsba_ip_count,rsba_pwd_count,rsba_4ps_count,rsba_fca_count,rsba_fca_pct,rsba_agriyouth_count,rsba_arb_count,rsba_organic_count,rsba_with_imc_count,rsba_imc_pct,rsba_rice_share_pct,rsba_corn_share_pct,rsba_fca_gap_pct,rsba_imc_gap_pct
ISABELA,DELFIN ALBANO MAGSAYSAY,1ST,7016,11642.52,51.2,17.304443999998213,121.44555599999302,3891,8723.93,1530,2855.23,200,63.36,Rice/Palay,3891,4240,2776,39.6,506,7.2,1964,2008,4461,2226,486,48,90,607,821,11.7,0,3240,36,2331,33.2,55.5,21.8,88.3,66.8
ISABELA,DINAPIGUE,4TH,1824,612.59,49.6,16.524721999999603,122.26305599999799,405,445.78,50,81.85,466,84.96,Rice/Palay,405,1112,712,39,79,4.3,700,398,991,40,824,125,7,113,234,12.8,0,275,0,318,17.4,22.2,2.7,87.2,82.6
ISABELA,DIVILACAN,1ST,1543,542.53,50.1,17.329721999999688,122.29611100000187,558,518.79,12,13.8,699,9.95,Rice/Palay,558,1185,358,23.2,43,2.8,579,338,564,495,972,314,21,254,133,8.6,0,297,260,704,45.6,36.2,0.8,91.4,54.4
ISABELA,ECHAGUE,6TH,14741,18469.36,51.1,16.716666999993475,121.68333300001305,6997,9496.7,5033,7626.5,3318,1346.16,Rice/Palay,6997,9064,5677,38.5,769,5.2,4531,4115,9645,5696,1890,2027,199,995,843,5.7,0,5326,205,5652,38.3,47.5,34.1,94.3,61.7
ISABELA,GAMU,2ND,6494,6479.37,52.2,17.04722199999744,121.8333329999856,2114,5070.88,1001,1352.83,310,55.65,Rice/Palay,2114,3797,2697,41.5,386,5.9,1714,1887,2700,2785,1422,178,54,537,370,5.7,1,3433,45,1332,20.5,32.6,15.4,94.3,79.5
ISABELA,ILAGAN CITY Capital,1ST,21495,24432.94,52.2,17.144167000006373,121.8888889999582,9488,9467.2,11349,14649.81,324,315.93,Corn,11349,14415,7080,32.9,679,3.2,6181,6207,14688,5067,3239,223,152,1351,4303,20,0,4789,54,7862,36.6,44.1,52.8,80,63.4
ISABELA,JONES,4TH,9007,14656.73,54.4,16.559166999999505,121.70361099997967,3936,3354.65,5235,9372.32,9669,1929.76,Corn,5235,5859,3148,35,210,2.3,2256,2959,6202,3803,1483,266,48,533,3885,43.1,0,1821,39,3261,36.2,43.7,58.1,56.9,63.8
ISABELA,LUNA,5TH,4422,3181.62,53.4,16.968332999998612,121.72916699999834,1457,2526.73,485,635.07,37,19.83,Rice/Palay,1457,2421,2001,45.3,160,3.6,1129,1412,1694,2729,1014,24,44,258,377,8.5,1,2456,11,1064,24.1,32.9,11,91.5,75.9
ISABELA,MACONACON,1ST,1579,546.82,49.8,17.389167000000374,122.23972199999902,482,540.25,3,4.25,37,2.32,Rice/Palay,482,1038,541,34.3,48,3,608,396,483,201,1047,97,49,131,210,13.3,0,403,2,394,25,30.5,0.2,86.7,75
ISABELA,MALLIG,5TH,9106,8082.67,50.2,17.211389000001443,121.61111099997585,3390,6956.26,649,1028.26,427,98.15,Rice/Palay,3390,5038,4068,44.7,742,8,2785,2482,3751,5580,322,400,90,946,1055,11.6,0,5990,166,2247,24.7,37.2,7,88.4,75.3
ISABELA,NAGUILIAN,2ND,4871,9532.35,53.4,17.023056000002946,121.83499999998479,3341,3713.41,3305,5331.86,1743,487.07,Rice/Palay,3341,3151,1720,35.3,82,1.7,1323,1498,4248,1921,413,15,39,529,181,3.7,0,694,15,2932,60.2,68.6,67.9,96.3,39.8
ISABELA,PALANAN,2ND,5804,2901.66,52.8,17.0627780000028,122.42916699999667,2350,2274.98,584,588.15,682,38.53,Rice/Palay,2350,3947,1857,32,223,3.8,1732,1759,3846,1413,1276,54,36,1027,92,1.6,0,2118,625,2176,37.5,40.5,10,98.4,62.5
ISABELA,QUEZON,5TH,5190,8485.01,51.6,17.311388999998162,121.6058330000089,2921,6683.71,811,1373.77,1102,426,Rice/Palay,2921,3128,2062,39.7,272,5.2,1589,1451,3094,1586,588,574,56,283,1187,22.9,26,2436,102,1896,36.5,56.3,15.6,77,63.5
ISABELA,QUIRINO,5TH,7397,5534.86,51.9,17.152778000000698,121.75527800001663,2857,4612.82,749,896.35,551,25.69,Rice/Palay,2857,4485,2912,39.4,348,4.7,2247,2067,3013,3925,945,11,28,750,368,5,62,4117,21,2102,28.4,38.6,10,95,71.6
ISABELA,RAMON,3RD,10466,8868.18,50.8,16.78138900000263,121.53499999998742,4377,8504.97,136,229.14,763,134.08,Rice/Palay,4377,5800,4666,44.6,686,6.6,3210,2841,4592,6373,2743,442,187,533,671,6.4,0,5967,29,2779,26.6,41.8,1.3,93.6,73.4
ISABELA,REINA MERCEDES,2ND,5179,3210.97,53.7,16.987500000001933,121.81861099999307,1229,1345.42,1516,1684.54,1443,181,Corn,1516,2869,2310,44.6,150,2.9,1476,1561,2314,2605,864,519,39,396,172,3.3,0,2081,67,1001,19.3,23.7,29.3,96.7,80.7
ISABELA,ROXAS,5TH,10587,9155.81,51,17.121666999999551,121.61972200001156,3941,7291.42,1410,1762.08,333,102.31,Rice/Palay,3941,6268,4319,40.8,694,6.6,3112,2830,5256,5348,317,261,73,791,425,4,3,5822,12,2814,26.6,37.2,13.3,96,73.4
ISABELA,SAN AGUSTIN,4TH,5062,9182.14,54.8,16.506667000000927,121.74750000003044,2619,2532.6,3239,5587.21,5776,1062.32,Corn,3239,3240,1822,36,129,2.5,1259,1682,3879,2808,694,202,147,449,394,7.8,0,1669,1444,3173,62.7,51.7,64,92.2,37.3
ISABELA,SAN GUILLERMO,6TH,6467,11049.59,47.5,16.71972200000295,121.80861099997219,3092,1936.41,4126,6582.03,6087,2531.14,Corn,4126,3825,2642,40.9,951,14.7,2311,1153,4442,4006,474,499,88,1315,2449,37.9,0,1984,26,2860,44.2,47.8,63.8,62.1,55.8
ISABELA,SAN ISIDRO,6TH,5634,4719.15,52.2,16.734167000001175,121.63361100001445,2874,4577.8,85,110.06,335,31.3,Rice/Palay,2874,3217,2417,42.9,318,5.6,1539,1710,2957,2727,362,51,67,398,584,10.4,1,2907,52,2013,35.7,51,1.5,89.6,64.3
ISABELA,SAN MANUEL,5TH,7305,6101.51,53.1,17.022221999999683,121.63166700000579,2690,5737.1,195,344.95,863,19.46,Rice/Palay,2690,3973,3332,45.6,346,4.7,1995,2182,2875,4397,129,38,70,737,515,7,0,4954,19,1758,24.1,36.8,2.7,93,75.9
ISABELA,SAN MARIANO,2ND,17725,24603.12,47.7,16.983611000002412,122.01277799998171,4784,3133.45,9236,16042.79,8278,5426.89,Corn,9236,10227,7498,42.3,2122,12,6360,3454,9707,6230,1930,1703,179,4244,1381,7.8,0,5751,73,4349,24.5,27,52.1,92.2,75.5
ISABELA,SAN MATEO,3RD,8678,9439.27,55,16.881110999997166,121.58777799999646,5000,8927.18,219,309.16,2475,200.42,Rice/Palay,5000,5047,3631,41.8,676,7.8,1773,3150,5148,2655,1451,44,111,403,1310,15,0,3502,134,3502,40.4,57.6,2.5,84.9,59.6
ISABELA,SAN PABLO,1ST,6224,6645.49,50.5,17.448332999998108,121.79527799997742,1655,1478.91,3729,5137.63,1021,28.95,Corn,3729,4053,2171,34.9,427,6.9,2035,1615,4156,3719,815,3542,53,1034,292,4.7,0,1641,52,1269,20.4,26.6,59.9,95.3,79.6
ISABELA,SANTA MARIA,1ST,6526,4244.9,48.8,17.471389000000318,121.7524999999747,1459,1977.94,1531,1986.86,1379,280.1,Corn,1531,3374,3152,48.3,1073,16.4,2043,1436,2130,3823,523,4423,100,1372,148,2.3,0,3571,11,1135,17.4,22.4,23.5,97.7,82.6
ISABELA,SANTO TOMAS,1ST,6007,6755.99,53.6,17.399722000001294,121.76583299998285,2434,3632.24,2590,3079.83,1168,43.92,Corn,2590,3135,2872,47.8,181,3,1680,1922,4032,2241,340,1908,48,684,335,5.6,0,2390,86,1965,32.7,40.5,43.1,94.4,67.3
ISABELA,TUMAUINI,1ST,11284,14180.71,50.6,17.273889000002338,121.80972200002168,4582,6144.54,5125,7902.77,1273,133.41,Corn,5125,6583,4701,41.7,802,7,3617,2874,7620,3808,1309,2783,107,1076,738,6.5,2,2898,79,3612,32,40.6,45.4,93.5,68
NUEVA VIZCAYA,ALFONSO CASTANEDA,LONE,2226,1414.17,48.6,15.931900000000857,121.30839999999618,704,572.32,438,406.88,1006,434.98,Rice/Palay,704,1276,950,42.7,163,7.3,802,465,1290,765,258,835,52,384,261,11.7,0,663,16,581,26.1,31.6,19.7,88.3,73.9
NUEVA VIZCAYA,AMBAGUIO,LONE,4782,2829.3,46.2,16.579399999999449,121.05639999999721,1146,673.61,59,16.72,6381,2138.97,Tomato (kamatis),1243,2608,2174,45.5,617,12.9,2140,687,3428,1494,205,4419,48,1231,561,11.7,5,1539,193,1134,23.7,24,1.2,88.3,76.3
NUEVA VIZCAYA,ARITAO,LONE,6636,5142.78,52.4,16.29722199999728,121.0338889999845,3582,4067.06,65,55.26,2199,1020.47,Rice/Palay,3582,3821,2815,42.4,477,7.2,1738,2133,4499,3719,414,963,156,455,1468,22.1,0,2811,397,2627,39.6,54,1,77.9,60.4
NUEVA VIZCAYA,BAGABAG,LONE,6934,5849.22,52.9,16.604443999997574,121.25222200000587,2697,3566.74,1319,1689,2339,593.46,Rice/Palay,2697,3753,3181,45.9,675,9.7,1583,2303,3594,3190,1061,415,116,376,1687,24.3,42,2848,119,1906,27.5,38.9,19,75.7,72.5
NUEVA VIZCAYA,BAMBANG,LONE,7835,6693.87,53.8,16.404100000004966,121.10229999998647,3776,4556.44,735,871.62,5207,1265.81,Rice/Palay,3776,4396,3439,43.9,493,6.3,2040,2525,4755,3181,504,1094,109,721,2060,26.3,0,3237,287,3145,40.1,48.2,9.4,73.7,59.9
NUEVA VIZCAYA,BAYOMBONG Capital,LONE,4811,4655.72,52.8,16.480400000000358,121.14809999999265,2692,2891.61,946,842.13,3763,921.99,Rice/Palay,2692,2837,1974,41,282,5.9,1242,1547,3565,1582,629,979,38,437,1312,27.3,0,1367,198,2250,46.8,56,19.7,72.7,53.2
NUEVA VIZCAYA,DIADI,LONE,4198,5295.72,50.9,16.660000000002373,121.36861100000948,909,658.09,2251,3341.87,5891,1295.75,Corn,2251,2380,1818,43.3,320,7.6,1481,956,2968,1674,345,1426,61,722,814,19.4,0,1117,93,725,17.3,21.7,53.6,80.6,82.7
NUEVA VIZCAYA,DUPAX DEL NORTE,LONE,5335,5307.14,53.8,16.307499999998093,121.10194399999513,2537,2534.15,227,129.21,4226,2643.79,Rice/Palay,2537,3005,2330,43.7,199,3.7,1489,1730,3568,2464,355,1323,57,495,1712,32.1,0,1977,66,1961,36.8,47.6,4.3,67.9,63.2
NUEVA VIZCAYA,DUPAX DEL SUR,LONE,5123,5430.39,50.6,16.284167000002512,121.09166699997931,2655,2256.68,25,20.4,5124,3153.32,Rice/Palay,2655,2989,2134,41.7,483,9.4,1595,1281,4035,2096,244,3050,106,689,2326,45.4,49,1187,237,2312,45.1,51.8,0.5,54.6,54.9
NUEVA VIZCAYA,KASIBU,LONE,8887,10662.76,48.6,16.366600000003924,121.33130000003744,5127,3282.83,1833,1002.77,16539,6377.16,Rice/Palay,5127,4886,4001,45,654,7.4,3410,1721,7621,5125,633,7026,180,1912,3774,42.5,3,1962,557,4835,54.4,57.7,20.6,57.5,45.6
NUEVA VIZCAYA,KAYAPA,LONE,8438,3941.31,48.9,16.493299999999383,120.94170000002242,1748,977.23,101,45.79,12603,2918.28,Chickens,2675,4844,3594,42.6,1001,11.9,3112,1770,6031,4373,207,7508,101,2204,2935,34.8,62,2518,421,1364,16.2,20.7,1.2,65.2,83.8
NUEVA VIZCAYA,QUEZON,LONE,4412,5529.31,51.9,16.457800000001782,121.28549999999824,2048,1649.05,1772,2005.53,6181,1874.72,Rice/Palay,2048,2237,2175,49.3,188,4.3,1320,1244,3108,1725,680,1138,88,476,700,15.9,0,1327,88,1772,40.2,46.4,40.2,84,59.8
NUEVA VIZCAYA,SANTA FE,LONE,3919,2936.06,48.6,16.189799999997767,120.87289999999254,1268,976.57,32,18.9,3700,1940.59,Rice/Palay,1268,2247,1672,42.7,460,11.7,1321,880,2954,2045,259,2823,59,923,1015,25.9,5,803,66,1126,28.7,32.4,0.8,74,71.3
NUEVA VIZCAYA,SOLANO,LONE,8305,5821.35,52.8,16.527100000003816,121.18250000001363,4194,4572.27,815,885.12,1681,363.96,Rice/Palay,4194,4772,3533,42.5,750,9,1999,2762,4779,4370,431,532,153,615,1759,21.2,2,3550,91,3438,41.4,50.5,9.8,78.8,58.6
NUEVA VIZCAYA,VILLAVERDE,LONE,5302,3910.95,49.6,16.606666999999437,121.18277800001107,2256,2528.17,798,996.84,2756,385.94,Rice/Palay,2256,2784,2518,47.5,1076,20.3,1309,1312,2881,2499,393,714,47,353,1026,19.4,0,2568,104,1954,36.9,42.5,15,80.6,63.1
QUIRINO,AGLIPAY,LONE,8195,9786.4,50.6,16.48888900000016,121.58722199995744,3584,3284.59,3235,4493.57,3691,2008.24,Rice/Palay,3584,4601,3594,43.9,609,7.4,2737,2148,4828,4446,909,2095,92,1087,989,12,0,2986,276,3441,42,43.7,39.5,87.9,58
QUIRINO,CABARROGUIS Capital,LONE,5947,8181.26,51.6,16.58333299999634,121.5,3019,3038.34,1886,2089.05,6619,3053.88,Rice/Palay,3019,3372,2575,43.3,315,5.3,1852,1622,4112,1595,664,1772,127,596,834,14,72,1702,153,2646,44.5,50.8,31.7,86,55.5
QUIRINO,DIFFUN,LONE,7713,10354.34,51.7,16.552900000001454,121.46849999997995,3825,4226.05,3314,5548.3,1485,580,Rice/Palay,3825,4325,3388,43.9,266,3.4,2319,2103,5425,1498,999,1460,70,892,1003,13,0,2478,58,3129,40.6,49.6,43,87,59.4
QUIRINO,MADDELA,LONE,8250,12763.17,52.2,16.332600000003129,121.78790000001491,3677,2985.19,4866,6539.15,11287,3238.83,Corn,4866,4726,3524,42.7,463,5.6,2477,2297,6080,4110,1759,1850,131,699,1586,19.2,59,1590,171,3362,40.8,44.6,59,80.8,59.2
QUIRINO,NAGTIPUNAN,LONE,7319,10883.69,47.2,16.220499999997774,121.60609999998221,2601,2129.6,4963,6111.32,4941,2642.77,Corn,4963,4991,2328,31.8,633,8.6,2718,1396,5864,4111,1505,2699,155,1109,778,10.6,147,1176,205,2407,32.9,35.5,67.8,89.4,67
QUIRINO,SAGUDAY,LONE,4125,3253.4,51.4,16.546100000000973,121.5713,1640,2798.34,285,392.45,417,62.61,Rice/Palay,1640,2584,1541,37.4,253,6,1188,1105,1678,2326,333,279,31,536,607,14.7,0,2574,8,1124,27.2,39.8,6.9,85.3,72.8
